client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
445479,15.0,190.0,34.0,F,2.0,55604.53,7.0,7.0
4194797,11.0,140.0,28.5,F,2.0,34607.91,3.0,3.0
9570731,20.0,247.0,15.5,M,2.0,20587.92,1.0,1.0
1005634,7.0,85.0,51.5,U,2.0,22734.229999999996,2.0,2.0
9591749,12.0,155.0,23.0,M,2.0,28664.42,7.0,7.0
8467965,7.0,84.0,68.0,U,2.0,41079.13,3.0,3.0
8360699,7.0,93.0,29.0,U,2.0,42247.649999999994,3.0,3.0
905202,8.0,106.0,43.5,F,2.0,35331.21,3.0,3.0
5494754,17.0,207.0,56.5,M,2.0,36400.74,4.0,4.0
7814206,5.0,68.0,32.5,F,2.0,36343.97,5.0,5.0
8828816,16.0,192.0,51.0,F,2.0,40862.13,5.0,5.0
7739905,8.0,99.0,23.5,U,2.0,27419.03,3.0,3.0
9548905,5.0,69.0,29.5,U,2.0,42437.91,1.0,1.0
7819973,6.0,72.0,22.0,U,2.0,23235.549999999996,5.0,5.0
483758,15.0,191.0,60.5,F,2.0,41548.82,3.0,3.0
6369247,9.0,119.0,58.5,F,2.0,50426.92,2.0,2.0
1626163,7.0,95.0,47.5,U,2.0,51818.259999999995,6.0,6.0
8526323,5.0,60.0,42.5,U,2.0,24953.409999999996,2.0,3.0
5965541,9.0,110.0,46.5,F,2.0,46747.92,1.0,1.0
3710267,9.0,113.0,28.5,F,2.0,51750.13,4.0,4.0
9570839,15.0,182.0,28.5,M,2.0,22196.54,2.0,2.0
1466287,10.0,121.0,30.0,F,2.0,31243.28,5.0,5.0
7776765,7.0,85.0,30.0,F,2.0,48171.119999999995,2.0,2.0
3902248,17.0,215.0,33.5,M,2.0,20370.22,5.0,5.0
5924796,14.0,170.0,32.0,F,2.0,61133.600000000006,3.0,3.0
7735547,14.0,168.0,73.0,F,2.0,37683.35,4.0,4.0
1848751,15.0,184.0,49.0,F,2.0,29101.299999999996,5.0,5.0
9250935,15.0,185.0,47.0,F,2.0,27839.93,2.0,2.0
3909487,26.0,318.0,58.5,F,2.0,48802.68,3.0,3.0
6693543,9.0,118.0,53.0,F,2.0,24697.35,4.0,4.0
1816353,4.0,58.0,62.5,U,2.0,34778.31,4.0,4.0
6424857,14.0,178.0,63.0,M,2.0,48622.21,1.0,1.0
6940814,8.0,107.0,71.0,F,2.0,21702.85,4.0,4.0
7283409,9.0,118.0,23.5,F,2.0,47760.89,7.0,7.0
1333640,5.0,71.0,55.5,U,2.0,39063.94,6.0,6.0
6798183,23.0,280.0,50.5,F,3.0,20911.08,4.0,4.0
2514724,20.0,240.0,64.0,F,3.0,52123.42,2.0,2.0
2612569,7.0,86.0,24.5,M,2.0,22150.1,7.0,7.0
4032327,8.0,99.0,25.5,U,2.0,25317.74,6.0,6.0
5915284,4.0,56.0,25.5,U,3.0,37443.03,1.0,1.0
4244547,5.0,66.0,56.0,F,2.0,35507.99,3.0,3.0
554667,25.0,305.0,58.0,F,2.0,20891.93,1.0,1.0
9528801,11.0,133.0,64.5,M,2.0,15177.149999999998,1.0,1.0
6994012,5.0,70.0,32.0,U,2.0,16596.399999999998,7.0,7.0
6004434,11.0,137.0,25.0,F,2.0,17532.329999999998,1.0,1.0
8451260,13.0,163.0,29.5,M,2.0,41363.509999999995,2.0,2.0
440970,4.0,58.0,36.0,U,2.0,39022.57,1.0,1.0
7702888,5.0,70.0,53.5,U,2.0,15449.96,1.0,1.0
7080736,6.0,78.0,20.0,U,2.0,53551.11,6.0,6.0
3186667,6.0,77.0,22.0,U,3.0,43752.36,6.0,6.0
4492440,8.0,102.0,45.5,U,2.0,60986.98999999999,4.0,4.0
5011008,17.0,205.0,35.5,M,2.0,56829.69,2.0,2.0
4659769,7.0,90.0,46.0,U,2.0,48075.369999999995,7.0,7.0
6107704,19.0,228.0,53.5,M,2.0,50569.71,7.0,7.0
756858,19.0,228.0,73.5,F,2.0,44823.509999999995,2.0,2.0
8236479,8.0,102.0,50.0,U,2.0,45265.71,7.0,7.0
8663573,6.0,77.0,23.5,U,3.0,30571.979999999996,7.0,7.0
5913544,13.0,165.0,24.0,M,3.0,37302.83,7.0,7.0
5335639,4.0,48.0,51.0,U,2.0,25076.97,5.0,5.0
9973364,13.0,167.0,42.0,M,2.0,39610.369999999995,7.0,7.0
7002758,26.0,315.0,19.5,M,2.0,22825.35,3.0,3.0
1296306,15.0,188.0,38.0,F,2.0,28283.89,5.0,5.0
6533784,5.0,70.0,22.0,U,2.0,29963.97,1.0,1.0
1304727,15.0,183.0,83.0,F,2.0,44124.7,6.0,6.0
1614531,7.0,84.0,50.0,U,2.0,55681.81,5.0,5.0
926454,8.0,104.0,45.5,F,2.0,33545.649999999994,1.0,1.0
9179336,12.0,154.0,29.0,M,2.0,57370.42,1.0,1.0
436832,27.0,329.0,60.5,F,2.0,26175.97,1.0,1.0
1394307,12.0,145.0,24.5,M,2.0,26904.32,1.0,1.0
5012255,16.0,193.0,52.0,M,2.0,13807.12,3.0,3.0
9419922,12.0,145.0,34.0,M,2.0,31920.75,3.0,3.0
6471316,14.0,168.0,42.0,M,2.0,39712.45,2.0,2.0
4471431,9.0,108.0,27.0,M,4.0,51118.14,7.0,7.0
8211062,14.0,176.0,33.5,F,2.0,43798.34,3.0,3.0
7272069,19.0,239.0,56.5,F,2.0,28442.85,7.0,7.0
944112,6.0,73.0,25.0,U,2.0,21495.22,7.0,7.0
2451583,7.0,86.0,31.0,U,2.0,53797.99,6.0,6.0
8174726,4.0,58.0,32.0,U,2.0,34217.85,5.0,5.0
3835541,9.0,113.0,28.0,F,2.0,18500.69,7.0,7.0
5032045,5.0,66.0,48.0,U,2.0,55470.81,2.0,2.0
9160169,3.0,47.0,25.5,U,2.0,22278.93,2.0,2.0
8490719,5.0,70.0,29.0,U,2.0,25425.83,1.0,1.0
2524949,5.0,60.0,60.5,U,2.0,24818.049999999996,2.0,2.0
5802366,4.0,57.0,37.0,U,2.0,28491.96,7.0,7.0
2901278,16.0,199.0,60.5,F,2.0,27264.629999999997,3.0,3.0
5373311,9.0,113.0,29.5,M,2.0,28846.32,7.0,7.0
3199675,8.0,106.0,43.0,F,2.0,62317.22,4.0,4.0
4177005,13.0,163.0,54.5,F,2.0,60194.73999999999,5.0,5.0
76574,21.0,257.0,45.5,F,3.0,34303.21,3.0,3.0
115793,5.0,63.0,22.5,U,2.0,32175.75,7.0,7.0
3606225,12.0,154.0,54.5,F,2.0,28071.509999999995,2.0,2.0
3016975,5.0,70.0,34.5,U,3.0,19985.3,3.0,3.0
7522801,6.0,72.0,21.0,U,3.0,59088.04000000001,3.0,3.0
337364,4.0,59.0,50.5,U,2.0,34233.57,3.0,3.0
6255660,5.0,65.0,24.0,U,2.0,25782.409999999996,7.0,7.0
5656414,5.0,70.0,51.5,U,2.0,46012.0,4.0,4.0
2556991,6.0,76.0,59.5,U,2.0,62693.07000000001,3.0,3.0
8319936,9.0,113.0,26.5,F,2.0,54886.38,4.0,4.0
243868,11.0,142.0,20.5,M,2.0,55653.53,6.0,6.0
6089597,7.0,89.0,47.0,U,2.0,21175.839999999997,7.0,7.0
4007521,6.0,73.0,44.0,U,2.0,29293.82,3.0,3.0
6863690,6.0,74.0,25.5,U,2.0,25476.35,7.0,7.0
7562886,14.0,178.0,52.5,F,2.0,27188.949999999997,2.0,2.0
5863279,15.0,182.0,60.0,F,2.0,15580.37,1.0,1.0
2936929,15.0,189.0,34.5,M,2.0,23665.83,2.0,2.0
3997595,15.0,189.0,60.0,M,2.0,23425.019999999997,4.0,4.0
3678420,12.0,152.0,26.5,M,2.0,20435.51,7.0,7.0
121913,5.0,64.0,18.5,M,3.0,42684.89,2.0,2.0
3373445,5.0,64.0,26.5,U,3.0,36282.45,7.0,7.0
5971843,22.0,274.0,37.0,M,2.0,43359.8,1.0,1.0
4719212,17.0,205.0,52.0,M,2.0,40097.32,7.0,7.0
2871793,12.0,152.0,71.5,F,2.0,24221.96,4.0,4.0
5686002,6.0,76.0,34.5,U,2.0,35693.39,5.0,5.0
5736416,4.0,58.0,28.0,U,2.0,37942.649999999994,5.0,5.0
671205,15.0,188.0,49.5,M,2.0,28125.619999999995,3.0,3.0
6190080,15.0,190.0,33.0,M,2.0,32665.74,2.0,2.0
5178335,5.0,70.0,20.0,U,2.0,34377.61,5.0,5.0
2507820,10.0,121.0,45.5,M,2.0,53586.59,3.0,3.0
5639328,26.0,313.0,25.0,M,2.0,14766.109999999995,7.0,7.0
8016924,12.0,154.0,44.5,M,2.0,60641.2,3.0,3.0
3438924,14.0,179.0,29.0,F,2.0,37693.899999999994,1.0,1.0
3878071,14.0,169.0,61.0,F,2.0,27718.869999999995,2.0,2.0
1590558,4.0,59.0,19.5,U,2.0,24989.58,2.0,2.0
234185,23.0,287.0,59.0,M,3.0,23096.519999999997,7.0,7.0
8171347,5.0,67.0,18.0,F,2.0,21540.78,5.0,5.0
9319646,6.0,78.0,40.5,U,2.0,29058.07,1.0,1.0
3175466,8.0,106.0,66.0,F,2.0,40472.82,4.0,4.0
9942744,7.0,85.0,27.0,U,2.0,44283.28,4.0,4.0
2042236,16.0,196.0,35.5,M,2.0,20125.539999999997,2.0,2.0
7566162,9.0,115.0,63.5,F,2.0,19725.74,1.0,1.0
3806746,13.0,158.0,32.5,F,2.0,32870.69,1.0,1.0
470656,15.0,189.0,67.0,U,2.0,37327.09,7.0,7.0
7924403,6.0,83.0,42.0,U,2.0,17304.69,2.0,2.0
3837917,11.0,133.0,40.5,F,2.0,18864.539999999997,6.0,6.0
9262085,7.0,94.0,30.5,U,2.0,35635.1,1.0,1.0
9915769,5.0,67.0,25.5,U,2.0,21093.839999999997,3.0,3.0
954245,16.0,193.0,42.0,M,2.0,27188.229999999996,6.0,6.0
8250484,4.0,58.0,42.5,U,2.0,14937.129999999996,1.0,1.0
4757975,12.0,146.0,44.5,M,2.0,58492.7,3.0,3.0
9823319,4.0,58.0,67.0,U,2.0,36415.32,1.0,1.0
7342195,12.0,146.0,29.5,U,3.0,46021.0,3.0,4.0
6376579,12.0,150.0,21.5,M,2.0,15726.679999999997,7.0,7.0
1580466,22.0,269.0,63.0,F,2.0,37809.67999999999,6.0,6.0
2070722,20.0,240.0,20.0,F,2.0,32820.11,7.0,7.0
340137,14.0,177.0,53.5,F,2.0,22702.42,4.0,4.0
1460311,12.0,152.0,34.5,F,2.0,15260.329999999998,5.0,5.0
7078481,7.0,94.0,39.5,U,2.0,19901.81,7.0,7.0
3967937,11.0,135.0,43.0,F,2.0,43176.81,3.0,3.0
2818853,16.0,192.0,35.0,M,3.0,39892.57,7.0,7.0
8151104,8.0,99.0,54.5,U,2.0,19362.8,1.0,1.0
9188516,5.0,70.0,43.0,U,2.0,22197.32,3.0,4.0
2937920,11.0,132.0,39.5,M,2.0,29804.22,4.0,4.0
8852856,6.0,76.0,42.0,U,2.0,23423.36,2.0,2.0
435650,15.0,189.0,47.0,M,2.0,38402.34,7.0,7.0
7500955,13.0,156.0,88.0,M,2.0,49617.56,2.0,2.0
8668783,23.0,281.0,20.5,F,2.0,25296.11,4.0,4.0
6113793,14.0,178.0,56.5,M,2.0,39086.81,5.0,5.0
1267341,7.0,85.0,18.5,U,2.0,53192.9,4.0,4.0
6298473,12.0,155.0,24.0,M,2.0,15791.269999999997,2.0,2.0
6435894,8.0,97.0,31.5,U,3.0,41400.14,3.0,3.0
2481065,4.0,56.0,19.0,U,2.0,19045.8,6.0,6.0
4365860,11.0,141.0,56.5,F,2.0,44603.25,4.0,4.0
8031000,13.0,159.0,27.0,F,3.0,46626.04,3.0,3.0
1498216,9.0,110.0,30.0,M,2.0,37857.58,3.0,3.0
1502999,11.0,139.0,35.5,F,3.0,31995.050000000003,4.0,4.0
5742479,7.0,89.0,48.0,M,4.0,61029.72,3.0,3.0
2804035,5.0,64.0,51.0,F,2.0,55610.08,2.0,2.0
9810434,20.0,247.0,26.0,F,2.0,39604.74,2.0,2.0
2737033,16.0,196.0,49.5,F,2.0,48765.96,3.0,3.0
277538,5.0,71.0,22.5,U,2.0,19676.35,4.0,4.0
1127018,11.0,143.0,59.5,F,2.0,17316.359999999997,4.0,4.0
765431,8.0,107.0,29.5,U,2.0,60693.130000000005,7.0,7.0
2989470,6.0,82.0,24.5,U,2.0,16509.68,1.0,1.0
673245,7.0,87.0,26.0,U,2.0,22855.29,7.0,7.0
656474,13.0,158.0,34.5,M,2.0,41159.74,5.0,5.0
6688844,7.0,86.0,40.0,U,2.0,25543.14,4.0,4.0
1742563,23.0,277.0,67.0,U,2.0,20213.94,5.0,5.0
4568836,21.0,261.0,72.0,F,2.0,41986.53999999999,4.0,5.0
2485096,5.0,66.0,65.5,F,3.0,46214.72,2.0,2.0
5550321,7.0,92.0,71.0,F,2.0,36616.06,5.0,5.0
5814821,7.0,86.0,48.5,U,2.0,48369.33,1.0,1.0
611891,6.0,81.0,28.5,U,3.0,26869.29,1.0,1.0
7413719,8.0,97.0,59.5,U,2.0,26880.119999999995,3.0,3.0
434619,6.0,76.0,34.5,U,2.0,32217.03,7.0,7.0
3073254,6.0,76.0,33.0,U,2.0,54087.07,6.0,6.0
1038114,17.0,211.0,57.5,F,2.0,60620.630000000005,3.0,3.0
1807525,11.0,142.0,35.5,F,2.0,19896.289999999997,2.0,2.0
7573651,4.0,59.0,51.0,U,2.0,19792.64,3.0,3.0
9533528,15.0,189.0,64.0,M,2.0,54299.81,7.0,7.0
5282858,15.0,190.0,64.5,F,2.0,42327.28999999999,2.0,2.0
9837220,4.0,56.0,55.0,U,2.0,25010.69,7.0,7.0
2689273,5.0,64.0,55.5,U,2.0,20905.18,5.0,5.0
4768151,4.0,58.0,22.0,U,2.0,39305.22,6.0,6.0
8583,13.0,164.0,34.0,M,2.0,16093.309999999998,7.0,7.0
8783898,7.0,89.0,23.5,U,2.0,53269.92,4.0,4.0
7638375,26.0,317.0,59.5,F,2.0,37997.83,4.0,4.0
28710,12.0,154.0,52.5,M,2.0,47384.45,6.0,6.0
751879,26.0,320.0,71.0,M,2.0,36174.92999999999,1.0,1.0
2404166,22.0,268.0,19.0,M,2.0,16339.35,6.0,6.0
7100544,20.0,244.0,38.0,F,2.0,50892.29,4.0,4.0
9841932,18.0,216.0,26.5,U,2.0,55651.29000000001,2.0,2.0
2964596,9.0,118.0,23.0,M,2.0,28007.0,2.0,3.0
7740410,4.0,58.0,29.5,U,2.0,27014.25,3.0,3.0
1433387,15.0,184.0,44.0,U,2.0,34028.17999999999,4.0,4.0
3688388,5.0,68.0,19.5,U,2.0,20539.05,4.0,4.0
4054301,11.0,133.0,47.5,F,2.0,47293.93,5.0,5.0
2899151,11.0,134.0,57.0,M,2.0,45751.6,7.0,7.0
6291872,14.0,175.0,47.5,F,2.0,32854.06,2.0,2.0
8380590,4.0,58.0,28.0,U,2.0,29810.259999999995,2.0,2.0
9259675,8.0,96.0,19.0,U,3.0,53972.66,4.0,4.0
3618718,6.0,82.0,29.5,U,2.0,61186.98999999999,1.0,1.0
5738433,14.0,171.0,31.5,M,2.0,46770.75,5.0,5.0
6067994,20.0,249.0,57.5,M,3.0,54146.27,4.0,4.0
364675,13.0,156.0,53.0,M,2.0,48155.88,4.0,4.0
2822734,5.0,68.0,19.0,U,3.0,20468.039999999997,5.0,5.0
9917209,14.0,176.0,28.0,F,2.0,23163.339999999997,2.0,2.0
9141581,6.0,78.0,53.5,U,2.0,20555.6,7.0,7.0
5124031,14.0,178.0,53.0,M,2.0,41037.78999999999,3.0,3.0
9558900,5.0,64.0,29.0,U,2.0,38497.23,5.0,5.0
6242444,4.0,53.0,18.5,M,2.0,38004.96,5.0,5.0
4657217,5.0,70.0,19.0,U,2.0,43669.35,7.0,7.0
1802115,5.0,60.0,50.5,U,2.0,26351.39999999999,2.0,2.0
5883917,4.0,59.0,55.5,U,2.0,19830.6,3.0,3.0
4800817,13.0,166.0,60.5,M,3.0,50424.84,7.0,7.0
613879,7.0,92.0,45.5,F,2.0,21282.33,2.0,2.0
2301236,4.0,59.0,40.0,U,2.0,39690.83,4.0,4.0
2232802,8.0,103.0,32.0,U,2.0,38272.59,3.0,3.0
5273919,21.0,258.0,67.0,F,2.0,20572.449999999997,6.0,6.0
3313804,20.0,244.0,54.5,M,2.0,21552.74,4.0,4.0
200757,16.0,193.0,25.5,M,2.0,17852.719999999998,1.0,1.0
2503539,4.0,53.0,47.5,U,2.0,18445.039999999997,2.0,2.0
5053637,6.0,73.0,56.5,U,2.0,52787.36,3.0,3.0
4700217,4.0,58.0,45.5,U,2.0,33965.31,2.0,2.0
5143582,6.0,77.0,30.5,U,2.0,48544.74,4.0,4.0
8789685,26.0,323.0,42.0,F,2.0,46470.78,6.0,6.0
8150179,6.0,74.0,26.0,U,2.0,21814.67,4.0,4.0
9755966,12.0,154.0,47.0,F,2.0,28360.44,1.0,1.0
5946325,4.0,59.0,24.0,U,2.0,22902.379999999997,2.0,2.0
1174054,23.0,276.0,55.5,M,2.0,60158.149999999994,7.0,7.0
8218575,21.0,262.0,54.5,M,2.0,25962.159999999996,4.0,4.0
148310,12.0,155.0,40.0,F,2.0,28096.159999999996,1.0,1.0
5523196,5.0,65.0,25.5,U,2.0,32566.039999999994,4.0,4.0
3057959,9.0,112.0,51.5,F,2.0,27236.93,2.0,2.0
7498140,13.0,167.0,51.5,F,2.0,40820.66,2.0,2.0
9765774,4.0,59.0,38.5,U,2.0,15017.949999999995,1.0,1.0
5380759,15.0,182.0,30.0,F,2.0,15316.259999999998,5.0,5.0
9227694,14.0,175.0,53.5,M,2.0,44418.47,3.0,3.0
6893431,5.0,61.0,18.0,M,2.0,29642.47,2.0,2.0
9859553,11.0,134.0,29.0,F,2.0,25471.86,2.0,2.0
1829012,8.0,107.0,29.0,F,2.0,33269.369999999995,1.0,2.0
8210100,5.0,70.0,55.5,U,2.0,23491.479999999996,2.0,2.0
2563302,7.0,92.0,33.0,U,2.0,14034.39,1.0,1.0
2917284,14.0,179.0,39.5,M,2.0,22065.43,2.0,2.0
2685470,6.0,79.0,19.0,M,2.0,16585.64,5.0,5.0
1289161,7.0,90.0,68.5,U,2.0,27768.57,4.0,4.0
4106072,17.0,210.0,43.5,F,3.0,53253.23,3.0,3.0
5282316,6.0,80.0,27.0,U,2.0,48288.03,6.0,6.0
5173296,4.0,57.0,24.5,U,2.0,29779.64999999999,5.0,5.0
3833750,13.0,164.0,57.5,F,2.0,27358.29,7.0,7.0
1063436,12.0,144.0,25.5,F,2.0,23779.229999999996,7.0,7.0
38384,22.0,268.0,66.0,M,2.0,56443.899999999994,4.0,5.0
3700300,19.0,232.0,64.5,M,3.0,36563.63,2.0,2.0
6243577,4.0,57.0,24.5,U,2.0,26939.379999999997,4.0,4.0
2681737,7.0,87.0,26.0,F,2.0,20378.23,3.0,3.0
8573899,6.0,80.0,51.0,U,2.0,17722.989999999998,1.0,1.0
4743257,15.0,186.0,52.0,F,2.0,42348.92,6.0,6.0
8043576,7.0,88.0,30.0,U,2.0,27588.08,1.0,1.0
8014419,14.0,175.0,27.5,F,3.0,44589.91,7.0,7.0
7187967,10.0,120.0,25.0,M,2.0,45459.6,3.0,3.0
23175,14.0,171.0,29.5,F,2.0,38458.53,3.0,3.0
8736251,6.0,75.0,44.0,U,2.0,15154.009999999998,1.0,1.0
7649998,6.0,83.0,26.0,U,3.0,61304.380000000005,7.0,7.0
4536698,9.0,108.0,23.5,F,2.0,19587.14,6.0,6.0
2937432,8.0,103.0,28.0,U,2.0,54641.32,4.0,4.0
7289932,14.0,179.0,45.0,F,2.0,15408.53,3.0,3.0
4715702,13.0,157.0,46.0,M,2.0,36941.52,1.0,1.0
1883926,5.0,67.0,53.5,U,2.0,45276.45,1.0,1.0
7497489,5.0,67.0,37.0,U,2.0,29540.32,3.0,3.0
7670038,11.0,142.0,34.0,F,2.0,33398.34,2.0,2.0
1773272,6.0,73.0,23.0,U,2.0,42784.48,6.0,6.0
4441156,4.0,59.0,24.0,U,2.0,38725.3,2.0,2.0
4717812,7.0,94.0,21.5,U,2.0,46814.54,7.0,7.0
6780317,6.0,77.0,20.5,M,2.0,19635.22,1.0,1.0
1483645,16.0,192.0,40.5,M,2.0,27122.129999999997,5.0,5.0
5976354,13.0,160.0,36.0,F,2.0,18090.57,7.0,7.0
2687513,9.0,111.0,40.0,F,2.0,57215.0,5.0,5.0
6141296,6.0,74.0,28.0,U,2.0,22536.4,3.0,3.0
2650836,7.0,89.0,51.0,U,2.0,36041.71,7.0,7.0
3972702,6.0,78.0,17.0,U,3.0,41919.86,7.0,7.0
7789345,4.0,59.0,20.5,U,2.0,16843.469999999998,1.0,1.0
9978041,21.0,262.0,45.0,M,2.0,49800.38,7.0,7.0
